,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn
1514,Feminino,0,Sim,Sim,72,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,24.05,1709.15,Nao
1515,Masculino,0,Sim,Sim,39,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,23.8,903.8,Nao
1516,Feminino,0,Sim,Nao,45,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.5,1121.05,Nao
1517,Feminino,0,Nao,Nao,5,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,84.0,424.75,Nao
1518,Feminino,0,Nao,Nao,47,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Nao,CartaoCredito,39.65,1798.65,Nao
1519,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.85,63,Nao
1520,Masculino,0,Nao,Nao,47,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Nao,Mensal,Nao,BoletoImpresso,100.75,4669.2,Nao
1521,Masculino,0,Nao,Sim,33,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,95.3,3275.15,Nao
1522,Feminino,0,Sim,Sim,15,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,25.25,394.85,Nao
1523,Masculino,0,Nao,Nao,66,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,89.4,5976.9,Nao
1524,Feminino,0,Nao,Nao,6,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,90.1,521.3,Sim
1525,Feminino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,19.7,340.35,Nao
1526,Feminino,0,Sim,Sim,41,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,94.9,3848,Nao
1527,Feminino,0,Sim,Sim,56,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,99.8,5515.45,Nao
1528,Feminino,0,Nao,Nao,28,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,54.9,1505.15,Nao
1529,Feminino,0,Sim,Sim,72,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,53.65,3784,Nao
1530,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,49.75,49.75,Nao
1531,Feminino,0,Nao,Nao,56,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,106.6,5893.95,Nao
1532,Masculino,0,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,BoletoImpresso,79.15,5536.5,Nao
1533,Masculino,0,Sim,Nao,44,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,90.65,3974.15,Nao
1534,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,44.35,81.25,Sim
1535,Masculino,0,Sim,Sim,58,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,CartaoCredito,71.6,4230.25,Nao
1536,Feminino,0,Nao,Nao,48,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Anual,Sim,CartaoCredito,83.45,3887.85,Nao
1537,Masculino,0,Nao,Nao,11,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,84.8,888.75,Nao
1538,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,115.55,8425.3,Nao
1539,Masculino,0,Sim,Nao,72,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Nao,DebitoAutomatico,42.1,2962,Nao
1540,Feminino,0,Sim,Nao,26,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,CartaoCredito,85.9,2196.45,Nao
1541,Masculino,0,Sim,Nao,52,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,39.9,2020.9,Nao
1542,Feminino,0,Sim,Sim,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.1,1078.75,Nao
1543,Masculino,0,Nao,Nao,27,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,53.45,1461.45,Nao
1544,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,79.05,79.05,Sim
1545,Masculino,0,Sim,Nao,45,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,81.4,3775.85,Nao
1546,Feminino,0,Nao,Nao,61,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoImpresso,89.2,5500.6,Nao
1547,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.45,137.1,Nao
1548,Feminino,0,Sim,Sim,11,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,66.35,740.8,Sim
1549,Feminino,0,Nao,Nao,21,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,60.25,1258.35,Nao
1550,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.15,71.15,Sim
1551,Feminino,1,Nao,Nao,6,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.25,560.6,Sim
1552,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,73.5,5357.75,Nao
1553,Feminino,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Sim,Nao,2 anos,Sim,CartaoCredito,70.65,5011.15,Nao
1554,Masculino,1,Sim,Nao,67,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Sim,DebitoAutomatico,60.95,4119.4,Nao
1555,Feminino,0,Sim,Sim,21,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Sim,CartaoCredito,58.85,1215.45,Nao
1556,Masculino,0,Sim,Nao,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.7,1421.9,Nao
1557,Masculino,0,Sim,Sim,33,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.1,620.55,Nao
1558,Feminino,0,Sim,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.2,292.85,Sim
1559,Masculino,0,Sim,Nao,31,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,93.8,3019.5,Sim
1560,Masculino,1,Nao,Nao,55,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,50.05,2743.45,Nao
1561,Masculino,0,Nao,Sim,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.35,74.35,Sim
1562,Feminino,0,Nao,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,18.85,163.2,Nao
1563,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.45,20.45,Nao
1564,Masculino,1,Nao,Nao,14,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.6,1273.3,Nao
1565,Feminino,0,Sim,Sim,66,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Anual,Sim,DebitoAutomatico,74.25,4859.25,Nao
1566,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,CartaoCredito,106.1,7657.4,Nao
1567,Feminino,0,Sim,Sim,11,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,29.6,346.45,Nao
1568,Masculino,0,Nao,Nao,32,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,93.4,2979.3,Nao
1569,Masculino,1,Sim,Nao,7,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.95,700.85,Sim
1570,Masculino,0,Sim,Sim,31,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Nao,BoletoEletronico,59.95,1848.8,Nao
1571,Feminino,0,Nao,Nao,61,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Nao,CartaoCredito,43.7,2696.55,Nao
1572,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.15,70.15,Sim
1573,Feminino,1,Nao,Nao,71,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,DebitoAutomatico,104.05,7413.55,Nao
1574,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,70.6,70.6,Sim
1575,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoImpresso,90.7,237.65,Nao
1576,Masculino,0,Nao,Nao,4,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,78.45,330.05,Sim
1577,Masculino,1,Sim,Nao,27,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,Anual,Sim,BoletoEletronico,85.9,2220.1,Nao
1578,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,95.4,293.15,Nao
1579,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.3,20.3,Nao
1580,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.7,6339.3,Nao
1581,Feminino,0,Sim,Sim,61,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,50.7,3088.75,Nao
1582,Masculino,0,Sim,Sim,68,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,110.2,7467.5,Nao
1583,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,20.7,39.85,Nao
1584,Feminino,0,Nao,Nao,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.15,238.15,Nao
1585,Masculino,0,Nao,Nao,31,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.4,609.1,Nao
1586,Feminino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,74.4,215.8,Sim
1587,Masculino,0,Sim,Sim,35,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,109.95,3782.4,Nao
1588,Feminino,0,Nao,Nao,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.1,302.45,Nao
1589,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,89.3,89.3,Sim
1590,Masculino,0,Sim,Nao,42,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,106.15,4512.7,Sim
1591,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.4,45.4,Sim
1592,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,2 anos,Sim,CartaoCredito,95.75,6849.4,Nao
1593,Feminino,0,Sim,Sim,50,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.15,930.9,Nao
1594,Feminino,0,Sim,Sim,55,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.65,1388,Nao
1595,Feminino,0,Nao,Nao,47,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Nao,BoletoImpresso,74.05,3496.3,Nao
1596,Masculino,0,Sim,Nao,27,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.55,520.55,Nao
1597,Feminino,0,Nao,Nao,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,19.9,527.5,Nao
1598,Feminino,0,Nao,Nao,36,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.15,3615.6,Sim
1599,Masculino,0,Sim,Sim,9,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,90.35,767.9,Nao
1600,Feminino,1,Nao,Nao,45,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,102.15,4735.35,Nao
1601,Masculino,0,Sim,Nao,63,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,79.8,5034.05,Nao
1602,Feminino,0,Sim,Sim,8,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,68.55,564.35,Nao
1603,Masculino,0,Nao,Nao,72,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,65.6,4566.5,Nao
1604,Masculino,0,Sim,Sim,17,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,80.85,1400.85,Sim
1605,Feminino,1,Sim,Nao,51,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,77.5,3807.35,Sim
1606,Feminino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.85,161.65,Nao
1607,Feminino,0,Nao,Nao,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,19.75,58.85,Sim
1608,Feminino,0,Sim,Sim,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,23.9,1663.5,Nao
1609,Masculino,1,Sim,Nao,65,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,2 anos,Sim,CartaoCredito,92.7,5968.4,Nao
1610,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,108.4,7767.25,Nao
1611,Masculino,0,Sim,Sim,72,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,64.8,4719.75,Nao
1612,Masculino,0,Nao,Nao,69,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,110.05,7430.75,Nao
1613,Masculino,0,Nao,Nao,62,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,43.7,2618.3,Nao
1614,Feminino,1,Sim,Nao,54,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,115.6,6431.05,Nao
1615,Feminino,0,Sim,Sim,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.1,52,Nao
1616,Masculino,0,Sim,Nao,23,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,59.95,1406,Nao
1617,Masculino,0,Nao,Nao,35,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.75,739.9,Nao
1618,Feminino,0,Nao,Nao,52,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,49.75,2535.55,Nao
1619,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,91.15,168.5,Nao
1620,Masculino,0,Sim,Sim,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,19.7,1274.05,Nao
1621,Masculino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,24.4,24.4,Nao
1622,Masculino,0,Sim,Sim,60,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,74.35,4453.3,Nao
1623,Masculino,0,Sim,Nao,3,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,35.15,99.75,Sim
1624,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,105.0,7589.8,Nao
1625,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,CartaoCredito,85.7,256.75,Nao
1626,Feminino,0,Sim,Nao,34,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,24.7,780.2,Nao
1627,Masculino,0,Nao,Nao,43,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,75.35,3161.4,Nao
1628,Feminino,1,Nao,Nao,66,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,102.85,6976.75,Nao
1629,Masculino,0,Nao,Sim,10,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,24.8,223.9,Nao
1630,Masculino,0,Nao,Nao,35,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,102.35,3626.1,Sim
1631,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.25,20.25,Nao
1632,Masculino,0,Nao,Nao,29,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,48.95,1323.7,Nao
1633,Feminino,0,Sim,Sim,50,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,69.75,3557.7,Nao
1634,Feminino,0,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.1,75.1,Sim
1635,Masculino,0,Nao,Nao,23,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,64.9,1509.8,Nao
1636,Masculino,0,Sim,Sim,13,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.4,896.75,Sim
1637,Feminino,0,Nao,Nao,68,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,54.45,3687.75,Nao
1638,Feminino,0,Nao,Nao,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.6,331.6,Nao
1639,Masculino,0,Sim,Nao,44,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Nao,Anual,Sim,BoletoEletronico,70.95,3250.45,Nao
1640,Feminino,0,Nao,Nao,40,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,83.85,3532.25,Nao
1641,Feminino,0,Nao,Nao,48,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,24.0,1183.05,Nao
1642,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,75.5,75.5,Nao
1643,Feminino,0,Nao,Nao,53,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Anual,Sim,BoletoEletronico,53.6,2879.2,Nao
1644,Feminino,0,Sim,Nao,19,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.9,839.65,Nao
1645,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,44.15,44.15,Nao
1646,Masculino,0,Nao,Nao,39,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Anual,Nao,BoletoEletronico,81.9,3219.75,Nao
1647,Masculino,0,Sim,Sim,43,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,104.3,4451.85,Nao
1648,Feminino,0,Nao,Sim,4,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,87.1,341.45,Sim
1649,Masculino,0,Nao,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,80.6,5708.2,Nao
1650,Feminino,0,Sim,Nao,47,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.3,4045.65,Sim
1651,Masculino,0,Sim,Sim,29,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.75,1974.8,Sim
1652,Feminino,0,Sim,Nao,58,Nao,SemTelefone,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,45.35,2540.1,Nao
1653,Feminino,0,Nao,Nao,15,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,49.1,679.55,Sim
1654,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Nao,2 anos,Sim,DebitoAutomatico,84.05,6052.25,Nao
1655,Feminino,1,Sim,Nao,43,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,CartaoCredito,55.55,2342.2,Sim
1656,Feminino,1,Sim,Nao,25,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,98.5,2514.5,Sim
1657,Feminino,0,Sim,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.35,41.85,Nao
1658,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,44.05,202.15,Nao
1659,Masculino,0,Sim,Sim,15,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,59.65,867.1,Nao
1660,Masculino,0,Sim,Sim,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.65,225.75,Nao
1661,Feminino,0,Sim,Sim,37,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,26.45,911.6,Nao
1662,Feminino,0,Nao,Nao,11,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.75,1129.75,Sim
1663,Feminino,0,Sim,Sim,17,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoImpresso,74.55,1215.8,Nao
1664,Feminino,1,Sim,Nao,62,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,CartaoCredito,97.95,5936.55,Nao
1665,Masculino,0,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,49.0,1291.35,Nao
1666,Feminino,0,Sim,Nao,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,20.2,507.9,Nao
